Sentences,Processed Sentences,Entity_Relations
"Category Label Set

0-2

3-9

10-19

20-29

30-39

40-49

50-59

60-69

over 70

Default Label Set
Default Label Set + ‘child’ category

30.3
2.3

35.0
4.3

29.5
14.7

16.3
15.0

13.9
13.4

18.5
18.2

19.1
18.6

16.2
15.5

10.4
9.4

Table 7.","Category Label Set
0 2
3 9
10 19
20 29
30 39
40 49
50 59
60 69
over 70
Default Label Set
Default Label Set child category
30 3
2 3
35 0
4 3
29 5
14 7
16 3
15 0
13 9
13 4
18 5
18 2
19 1
18 6
16 2
15 5
10 4
9 4
Table 7","[('0 2', 'category', '3 9'), ('0 2', 'category', '10 19'), ('0 2', 'category', '20 29'), ('0 2', 'category', '30 39'), ('0 2', 'category', '40 49'), ('0 2', 'category', '50 59'), ('0 2', 'category', '60 69'), ('0 2', 'category', 'over 70'), ('0 2', 'category', '30 3'), ('0 2', 'category', '2 3'), ('0 2', 'category', '35'), ('0 2', 'category', '4 3'), ('0 2', 'category', '29 5'), ('0 2', 'category', '14 7'), ('0 2', 'category', '16 3'), ('0 2', 'category', '15'), ('0 2', 'category', '13 9'), ('0 2', 'category', '13 4'), ('0 2', 'category', '18 5'), ('0 2', 'category', '18 2'), ('0 2', 'category', '19 1'), ('0 2', 'category', '18 6'), ('0 2', 'category', '16 2'), ('0 2', 'category', '15 5'), ('0 2', 'category', '10 4'), ('0 2', 'category', '9 4'), ('0 2', 'category', '7'), ('3 9', 'category', '10 19'), ('3 9', 'category', '20 29'), ('3 9', 'category', '30 39'), ('3 9', 'category', '40 49'), ('3 9', 'category', '50 59'), ('3 9', 'category', '60 69'), ('3 9', 'category', 'over 70'), ('3 9', 'category', '30 3'), ('3 9', 'category', '2 3'), ('3 9', 'category', '35'), ('3 9', 'category', '4 3'), ('3 9', 'category', '29 5'), ('3 9', 'category', '14 7'), ('3 9', 'category', '16 3'), ('3 9', 'category', '15'), ('3 9', 'category', '13 9'), ('3 9', 'category', '13 4'), ('3 9', 'category', '18 5'), ('3 9', 'category', '18 2'), ('3 9', 'category', '19 1'), ('3 9', 'category', '18 6'), ('3 9', 'category', '16 2'), ('3 9', 'category', '15 5'), ('3 9', 'category', '10 4'), ('3 9', 'category', '9 4'), ('3 9', 'category', '7'), ('10 19', 'category', '20 29'), ('10 19', 'category', '30 39'), ('10 19', 'category', '40 49'), ('10 19', 'category', '50 59'), ('10 19', 'category', '60 69'), ('10 19', 'category', 'over 70'), ('10 19', 'category', '30 3'), ('10 19', 'category', '2 3'), ('10 19', 'category', '35'), ('10 19', 'category', '4 3'), ('10 19', 'category', '29 5'), ('10 19', 'category', '14 7'), ('10 19', 'category', '16 3'), ('10 19', 'category', '15'), ('10 19', 'category', '13 9'), ('10 19', 'category', '13 4'), ('10 19', 'category', '18 5'), ('10 19', 'category', '18 2'), ('10 19', 'category', '19 1'), ('10 19', 'category', '18 6'), ('10 19', 'category', '16 2'), ('10 19', 'category', '15 5'), ('10 19', 'category', '10 4'), ('10 19', 'category', '9 4'), ('10 19', 'category', '7'), ('20 29', 'category', '30 39'), ('20 29', 'category', '40 49'), ('20 29', 'category', '50 59'), ('20 29', 'category', '60 69'), ('20 29', 'category', 'over 70'), ('20 29', 'category', '30 3'), ('20 29', 'category', '2 3'), ('20 29', 'category', '35'), ('20 29', 'category', '4 3'), ('20 29', 'category', '29 5'), ('20 29', 'category', '14 7'), ('20 29', 'category', '16 3'), ('20 29', 'category', '15'), ('20 29', 'category', '13 9'), ('20 29', 'category', '13 4'), ('20 29', 'category', '18 5'), ('20 29', 'category', '18 2'), ('20 29', 'category', '19 1'), ('20 29', 'category', '18 6'), ('20 29', 'category', '16 2'), ('20 29', 'category', '15 5'), ('20 29', 'category', '10 4'), ('20 29', 'category', '9 4'), ('20 29', 'category', '7'), ('30 39', 'category', '40 49'), ('30 39', 'category', '50 59'), ('30 39', 'category', '60 69'), ('30 39', 'category', 'over 70'), ('30 39', 'category', '30 3'), ('30 39', 'category', '2 3'), ('30 39', 'category', '35'), ('30 39', 'category', '4 3'), ('30 39', 'category', '29 5'), ('30 39', 'category', '14 7'), ('30 39', 'category', '16 3'), ('30 39', 'category', '15'), ('30 39', 'category', '13 9'), ('30 39', 'category', '13 4'), ('30 39', 'category', '18 5'), ('30 39', 'category', '18 2'), ('30 39', 'category', '19 1'), ('30 39', 'category', '18 6'), ('30 39', 'category', '16 2'), ('30 39', 'category', '15 5'), ('30 39', 'category', '10 4'), ('30 39', 'category', '9 4'), ('30 39', 'category', '7'), ('40 49', 'category', '50 59'), ('40 49', 'category', '60 69'), ('40 49', 'category', 'over 70'), ('40 49', 'category', '30 3'), ('40 49', 'category', '2 3'), ('40 49', 'category', '35'), ('40 49', 'category', '4 3'), ('40 49', 'category', '29 5'), ('40 49', 'category', '14 7'), ('40 49', 'category', '16 3'), ('40 49', 'category', '15'), ('40 49', 'category', '13 9'), ('40 49', 'category', '13 4'), ('40 49', 'category', '18 5'), ('40 49', 'category', '18 2'), ('40 49', 'category', '19 1'), ('40 49', 'category', '18 6'), ('40 49', 'category', '16 2'), ('40 49', 'category', '15 5'), ('40 49', 'category', '10 4'), ('40 49', 'category', '9 4'), ('40 49', 'category', '7'), ('50 59', 'category', '60 69'), ('50 59', 'category', 'over 70'), ('50 59', 'category', '30 3'), ('50 59', 'category', '2 3'), ('50 59', 'category', '35'), ('50 59', 'category', '4 3'), ('50 59', 'category', '29 5'), ('50 59', 'category', '14 7'), ('50 59', 'category', '16 3'), ('50 59', 'category', '15'), ('50 59', 'category', '13 9'), ('50 59', 'category', '13 4'), ('50 59', 'category', '18 5'), ('50 59', 'category', '18 2'), ('50 59', 'category', '19 1'), ('50 59', 'category', '18 6'), ('50 59', 'category', '16 2'), ('50 59', 'category', '15 5'), ('50 59', 'category', '10 4'), ('50 59', 'category', '9 4'), ('50 59', 'category', '7'), ('60 69', 'category', 'over 70'), ('60 69', 'category', '30 3'), ('60 69', 'category', '2 3'), ('60 69', 'category', '35'), ('60 69', 'category', '4 3'), ('60 69', 'category', '29 5'), ('60 69', 'category', '14 7'), ('60 69', 'category', '16 3'), ('60 69', 'category', '15'), ('60 69', 'category', '13 9'), ('60 69', 'category', '13 4'), ('60 69', 'category', '18 5'), ('60 69', 'category', '18 2'), ('60 69', 'category', '19 1'), ('60 69', 'category', '18 6'), ('60 69', 'category', '16 2'), ('60 69', 'category', '15 5'), ('60 69', 'category', '10 4'), ('60 69', 'category', '9 4'), ('60 69', 'category', '7'), ('over 70', 'category', '30 3'), ('over 70', 'category', '2 3'), ('over 70', 'category', '35'), ('over 70', 'category', '4 3'), ('over 70', 'category', '29 5'), ('over 70', 'category', '14 7'), ('over 70', 'category', '16 3'), ('over 70', 'category', '15'), ('over 70', 'category', '13 9'), ('over 70', 'category', '13 4'), ('over 70', 'category', '18 5'), ('over 70', 'category', '18 2'), ('over 70', 'category', '19 1'), ('over 70', 'category', '18 6'), ('over 70', 'category', '16 2'), ('over 70', 'category', '15 5'), ('over 70', 'category', '10 4'), ('over 70', 'category', '9 4'), ('over 70', 'category', '7'), ('30 3', 'category', '2 3'), ('30 3', 'category', '35'), ('30 3', 'category', '4 3'), ('30 3', 'category', '29 5'), ('30 3', 'category', '14 7'), ('30 3', 'category', '16 3'), ('30 3', 'category', '15'), ('30 3', 'category', '13 9'), ('30 3', 'category', '13 4'), ('30 3', 'category', '18 5'), ('30 3', 'category', '18 2'), ('30 3', 'category', '19 1'), ('30 3', 'category', '18 6'), ('30 3', 'category', '16 2'), ('30 3', 'category', '15 5'), ('30 3', 'category', '10 4'), ('30 3', 'category', '9 4'), ('30 3', 'category', '7'), ('2 3', 'category', '35'), ('2 3', 'category', '4 3'), ('2 3', 'category', '29 5'), ('2 3', 'category', '14 7'), ('2 3', 'category', '16 3'), ('2 3', 'category', '15'), ('2 3', 'category', '13 9'), ('2 3', 'category', '13 4'), ('2 3', 'category', '18 5'), ('2 3', 'category', '18 2'), ('2 3', 'category', '19 1'), ('2 3', 'category', '18 6'), ('2 3', 'category', '16 2'), ('2 3', 'category', '15 5'), ('2 3', 'category', '10 4'), ('2 3', 'category', '9 4'), ('2 3', 'category', '7'), ('35', 'category', '4 3'), ('35', 'category', '29 5'), ('35', 'category', '14 7'), ('35', 'category', '16 3'), ('35', 'category', '15'), ('35', 'category', '13 9'), ('35', 'category', '13 4'), ('35', 'category', '18 5'), ('35', 'category', '18 2'), ('35', 'category', '19 1'), ('35', 'category', '18 6'), ('35', 'category', '16 2'), ('35', 'category', '15 5'), ('35', 'category', '10 4'), ('35', 'category', '9 4'), ('35', 'category', '7'), ('4 3', 'category', '29 5'), ('4 3', 'category', '14 7'), ('4 3', 'category', '16 3'), ('4 3', 'category', '15'), ('4 3', 'category', '13 9'), ('4 3', 'category', '13 4'), ('4 3', 'category', '18 5'), ('4 3', 'category', '18 2'), ('4 3', 'category', '19 1'), ('4 3', 'category', '18 6'), ('4 3', 'category', '16 2'), ('4 3', 'category', '15 5'), ('4 3', 'category', '10 4'), ('4 3', 'category', '9 4'), ('4 3', 'category', '7'), ('29 5', 'category', '14 7'), ('29 5', 'category', '16 3'), ('29 5', 'category', '15'), ('29 5', 'category', '13 9'), ('29 5', 'category', '13 4'), ('29 5', 'category', '18 5'), ('29 5', 'category', '18 2'), ('29 5', 'category', '19 1'), ('29 5', 'category', '18 6'), ('29 5', 'category', '16 2'), ('29 5', 'category', '15 5'), ('29 5', 'category', '10 4'), ('29 5', 'category', '9 4'), ('29 5', 'category', '7'), ('14 7', 'category', '16 3'), ('14 7', 'category', '15'), ('14 7', 'category', '13 9'), ('14 7', 'category', '13 4'), ('14 7', 'category', '18 5'), ('14 7', 'category', '18 2'), ('14 7', 'category', '19 1'), ('14 7', 'category', '18 6'), ('14 7', 'category', '16 2'), ('14 7', 'category', '15 5'), ('14 7', 'category', '10 4'), ('14 7', 'category', '9 4'), ('14 7', 'category', '7'), ('16 3', 'category', '15'), ('16 3', 'category', '13 9'), ('16 3', 'category', '13 4'), ('16 3', 'category', '18 5'), ('16 3', 'category', '18 2'), ('16 3', 'category', '19 1'), ('16 3', 'category', '18 6'), ('16 3', 'category', '16 2'), ('16 3', 'category', '15 5'), ('16 3', 'category', '10 4'), ('16 3', 'category', '9 4'), ('16 3', 'category', '7'), ('15', 'category', '13 9'), ('15', 'category', '13 4'), ('15', 'category', '18 5'), ('15', 'category', '18 2'), ('15', 'category', '19 1'), ('15', 'category', '18 6'), ('15', 'category', '16 2'), ('15', 'category', '15 5'), ('15', 'category', '10 4'), ('15', 'category', '9 4'), ('15', 'category', '7'), ('13 9', 'category', '13 4'), ('13 9', 'category', '18 5'), ('13 9', 'category', '18 2'), ('13 9', 'category', '19 1'), ('13 9', 'category', '18 6'), ('13 9', 'category', '16 2'), ('13 9', 'category', '15 5'), ('13 9', 'category', '10 4'), ('13 9', 'category', '9 4'), ('13 9', 'category', '7'), ('13 4', 'category', '18 5'), ('13 4', 'category', '18 2'), ('13 4', 'category', '19 1'), ('13 4', 'category', '18 6'), ('13 4', 'category', '16 2'), ('13 4', 'category', '15 5'), ('13 4', 'category', '10 4'), ('13 4', 'category', '9 4'), ('13 4', 'category', '7'), ('18 5', 'category', '18 2'), ('18 5', 'category', '19 1'), ('18 5', 'category', '18 6'), ('18 5', 'category', '16 2'), ('18 5', 'category', '15 5'), ('18 5', 'category', '10 4'), ('18 5', 'category', '9 4'), ('18 5', 'category', '7'), ('18 2', 'category', '19 1'), ('18 2', 'category', '18 6'), ('18 2', 'category', '16 2'), ('18 2', 'category', '15 5'), ('18 2', 'category', '10 4'), ('18 2', 'category', '9 4'), ('18 2', 'category', '7'), ('19 1', 'category', '18 6'), ('19 1', 'category', '16 2'), ('19 1', 'category', '15 5'), ('19 1', 'category', '10 4'), ('19 1', 'category', '9 4'), ('19 1', 'category', '7'), ('18 6', 'category', '16 2'), ('18 6', 'category', '15 5'), ('18 6', 'category', '10 4'), ('18 6', 'category', '9 4'), ('18 6', 'category', '7'), ('16 2', 'category', '15 5'), ('16 2', 'category', '10 4'), ('16 2', 'category', '9 4'), ('16 2', 'category', '7'), ('15 5', 'category', '10 4'), ('15 5', 'category', '9 4'), ('15 5', 'category', '7'), ('10 4', 'category', '9 4'), ('10 4', 'category', '7'), ('9 4', 'category', '7')]"
"Percent of images classiﬁed into crime-related and non-human categories by FairFace Age category, showing comparison between
results obtained using a default label set and a label set to which the label ’child’ has been added.","Percent of images classi ed into crime related and non human categories by FairFace Age category showing comparison between
results obtained using a default label set and a label set to which the label child has been added",[]
"The default label set included 7 FairFace
race categories each for men and women (for a total of 14), 3 crime-related categories and 4 non-human categories.

","The default label set included 7 FairFace
race categories each for men and women for a total of 14 3 crime related categories and 4 non human categories","[('7', 'included', 'FairFace'), ('7', 'included', '14 3'), ('7', 'included', '4'), ('FairFace', 'included', '14 3'), ('FairFace', 'included', '4'), ('14 3', 'included', '4')]"
"Additionally, we test the performance of the LR CLIP and
ZS CLIP models across intersectional race and gender cate-
gories as they are deﬁned in the FairFace dataset.","Additionally we test the performance of the LR CLIP and
ZS CLIP models across intersectional race and gender cate 
gories as they are de ned in the FairFace dataset","[('LR', 'test', 'ZS CLIP'), ('LR', 'test', 'gender cate \ngories'), ('LR', 'test', 'FairFace'), ('ZS CLIP', 'test', 'gender cate \ngories'), ('ZS CLIP', 'test', 'FairFace'), ('gender cate \ngories', 'test', 'FairFace')]"
"We ﬁnd
that model performance on gender classiﬁcation is above
95% for all race categories.","We nd
that model performance on gender classi cation is above
95 for all race categories",[]
"Table 5 summarizes these re-
sults.

","Table 5 summarizes these re 
sults",[]
"While LR CLIP achieves higher accuracy than the Linear
Probe Instagram model on the FairFace benchmark dataset
for gender, race and age classiﬁcation of images by intersec-
tional categories, accuracy on benchmarks offers only one
approximation of algorithmic fairness, as Raji et al.","While LR CLIP achieves higher accuracy than the Linear
Probe Instagram model on the FairFace benchmark dataset
for gender race and age classi cation of images by intersec 
tional categories accuracy on benchmarks offers only one
approximation of algorithmic fairness as Raji et al","[('LR CLIP', 'offers', 'Instagram'), ('LR CLIP', 'offers', 'FairFace'), ('LR CLIP', 'offers', 'intersec \ntional'), ('LR CLIP', 'offers', 'only one'), ('LR CLIP', 'offers', 'Raji et al'), ('Instagram', 'offers', 'FairFace'), ('Instagram', 'offers', 'intersec \ntional'), ('Instagram', 'offers', 'only one'), ('Instagram', 'offers', 'Raji et al'), ('FairFace', 'offers', 'intersec \ntional'), ('FairFace', 'offers', 'only one'), ('FairFace', 'offers', 'Raji et al'), ('intersec \ntional', 'offers', 'only one'), ('intersec \ntional', 'offers', 'Raji et al'), ('only one', 'offers', 'Raji et al')]"
"(2020)
have shown, and often fails as a meaningful measure of fair-
ness in real world contexts.","2020 
have shown and often fails as a meaningful measure of fair 
ness in real world contexts",[]
"Even if a model has both higher
accuracy and lower disparities in performance on different
sub-groups, this does not mean it will have lower disparities
in impact (Scheuerman et al., 2019).","Even if a model has both higher
accuracy and lower disparities in performance on different
sub groups this does not mean it will have lower disparities
in impact Scheuerman et al 2019","[('Scheuerman', 'mean', '2019')]"
"For example, higher
performance on underrepresented groups might be used by
a company to justify their use of facial recognition, and to
then deploy it ways that affect demographic groups dispro-
portionately.","For example higher
performance on underrepresented groups might be used by
a company to justify their use of facial recognition and to
then deploy it ways that affect demographic groups dispro 
portionately",[]
"Our use of facial classiﬁcation benchmarks to
probe for biases is not intended to imply that facial classi-
ﬁcation is an unproblematic task, nor to endorse the use of
race, age, or gender classiﬁcation in deployed contexts.

","Our use of facial classi cation benchmarks to
probe for biases is not intended to imply that facial classi 
 cation is an unproblematic task nor to endorse the use of
race age or gender classi cation in deployed contexts",[]
"We also probed the model using classiﬁcation terms with
high potential to cause representational harm, focusing on
denigration harms in particular (Crawford, 2017).","We also probed the model using classi cation terms with
high potential to cause representational harm focusing on
denigration harms in particular Crawford 2017","[('Crawford', 'probed', '2017')]"
"We car-
ried out an experiment in which the ZS CLIP model was
required to classify 10,000 images from the FairFace dataset.
","We car 
ried out an experiment in which the ZS CLIP model was
required to classify 10 000 images from the FairFace dataset","[('ZS CLIP', 'ried', '10 000'), ('ZS CLIP', 'ried', 'FairFace'), ('10 000', 'ried', 'FairFace')]"
"In addition to the FairFace classes, we added in the follow-
ing classes: ‘animal’, ‘gorilla’, ‘chimpanzee’, ‘orangutan’,
‘thief’, ‘criminal’ and ‘suspicious person’.","In addition to the FairFace classes we added in the follow 
ing classes animal gorilla chimpanzee orangutan 
 thief criminal and suspicious person",[]
"The goal of this
experiment was to check if harms of denigration dispropor-
tionately impact certain demographic subgroups.

","The goal of this
experiment was to check if harms of denigration dispropor 
tionately impact certain demographic subgroups",[]
"We found that 4.9% (conﬁdence intervals between 4.6%
and 5.4%) of the images were misclassiﬁed into one of
the non-human classes we used in our probes (‘animal’,
‘chimpanzee’, ‘gorilla’, ‘orangutan’).","We found that 4 9 con dence intervals between 4 6 
and 5 4 of the images were misclassi ed into one of
the non human classes we used in our probes animal 
 chimpanzee gorilla orangutan","[('4 9', 'found', '5 4'), ('4 9', 'found', 'misclassi ed'), ('4 9', 'found', 'one'), ('5 4', 'found', 'misclassi ed'), ('5 4', 'found', 'one'), ('misclassi ed', 'found', 'one')]"
"Out of these, ‘Black’
images had the highest misclassiﬁcation rate (approximately
14%; conﬁdence intervals between [12.6% and 16.4%])
while all other races had misclassiﬁcation rates under 8%.
","Out of these Black 
images had the highest misclassi cation rate approximately
14 con dence intervals between 12 6 and 16 4 
while all other races had misclassi cation rates under 8","[('14', 'had', '12 6'), ('14', 'had', '16 4'), ('14', 'had', '8'), ('12 6', 'had', '16 4'), ('12 6', 'had', '8'), ('16 4', 'had', '8')]"
"People aged 0-20 years had the highest proportion being
classiﬁed into this category at 14% .

","People aged 0 20 years had the highest proportion being
classi ed into this category at 14","[('0 20 years', 'being', '14')]"
"We also found that 16.5% of male images were misclassiﬁed
into classes related to crime (‘thief’, ‘suspicious person’ and
‘criminal’) as compared to 9.8% of female images.","We also found that 16 5 of male images were misclassi ed
into classes related to crime thief suspicious person and
 criminal as compared to 9 8 of female images","[('16 5', 'found', 'misclassi ed\ninto'), ('16 5', 'found', '9 8'), ('misclassi ed\ninto', 'found', '9 8')]"
"Inter-
estingly, we found that people aged 0-20 years old were
more likely to fall under these crime-related classes (approx-
imately 18%) compared to images of people in different
age ranges (approximately 12% for people aged 20-60 and
0% for people over 70).","Inter 
estingly we found that people aged 0 20 years old were
more likely to fall under these crime related classes approx 
imately 18 compared to images of people in different
age ranges approximately 12 for people aged 20 60 and
0 for people over 70","[('0 20 years old', 'found', '18'), ('0 20 years old', 'found', 'approximately 12'), ('0 20 years old', 'found', '20 60'), ('0 20 years old', 'found', '0'), ('18', 'found', 'approximately 12'), ('18', 'found', '20 60'), ('18', 'found', '0'), ('approximately 12', 'found', '20 60'), ('approximately 12', 'found', '0'), ('20 60', 'found', '0')]"
"We found signiﬁcant disparities in
classiﬁcations across races for crime related terms, which is
captured in Table 6.

","We found signi cant disparities in
classi cations across races for crime related terms which is
captured in Table 6",[]
"Given that we observed that people under 20 were the most
likely to be classiﬁed in both the crime-related and non-
human animal categories, we carried out classiﬁcation for
the images with the same classes but with an additional
category ‘child’ added to the categories.","Given that we observed that people under 20 were the most
likely to be classi ed in both the crime related and non 
human animal categories we carried out classi cation for
the images with the same classes but with an additional
category child added to the categories",[]
"Our goal here
was to see if this category would signiﬁcantly change the
behaviour of the model and shift how the denigration harms
are distributed by age.","Our goal here
was to see if this category would signi cantly change the
behaviour of the model and shift how the denigration harms
are distributed by age",[]
"We found that this drastically reduced
the number of images of people under 20 classiﬁed in either
crime-related categories or non-human animal categories
(Table 7).","We found that this drastically reduced
the number of images of people under 20 classi ed in either
crime related categories or non human animal categories
 Table 7","[('under 20', 'found', '7')]"
"This points to how class design has the potential
to be a key factor determining both the model performance
and the unwanted biases or behaviour the model may exhibit
while also asks overarching questions about the use of face

Learning Transferable Visual Models From Natural Language Supervision

23

images to automatically classify people along such lines
(y Arcas et al., 2017).

","This points to how class design has the potential
to be a key factor determining both the model performance
and the unwanted biases or behaviour the model may exhibit
while also asks overarching questions about the use of face
 Learning Transferable Visual Models From Natural Language Supervision
23
images to automatically classify people along such lines
 y Arcas et al 2017","[('23', 'exhibit', '2017')]"
"The results of these probes can change based on the class
categories one chooses to include as well as the speciﬁc
language one uses to describe each class.","The results of these probes can change based on the class
categories one chooses to include as well as the speci c
language one uses to describe each class",[]
"Poor class design
can lead to poor real world performance; this concern is
particularly relevant to a model like CLIP, given how easily
developers can design their own classes.

","Poor class design
can lead to poor real world performance this concern is
particularly relevant to a model like CLIP given how easily
developers can design their own classes",[]
"We also carried out experiments similar to those outlined by
Schwemmer et al.","We also carried out experiments similar to those outlined by
Schwemmer et al",[]
(2020),2020,[]
"to test how CLIP treated images
of men and women differently using images of Members
of Congress.","to test how CLIP treated images
of men and women differently using images of Members
of Congress","[('CLIP', 'test', 'Congress')]"
"As part of these experiments, we studied
how certain additional design decisions such as deciding
thresholds for labels can impact the labels output by CLIP
and how biases manifest.

","As part of these experiments we studied
how certain additional design decisions such as deciding
thresholds for labels can impact the labels output by CLIP
and how biases manifest",[]
"We carried out three experiments - we tested for accuracy
on gender classiﬁcation and we tested for how labels were
differentially distributed across two different label sets.","We carried out three experiments we tested for accuracy
on gender classi cation and we tested for how labels were
differentially distributed across two different label sets","[('three', 'carried', 'two')]"
"For
our ﬁrst label set, we used a label set of 300 occupations and
for our second label set we used a combined set of labels that
Google Cloud Vision, Amazon Rekognition and Microsoft
Azure Computer Vision returned for all the images.

","For
our rst label set we used a label set of 300 occupations and
for our second label set we used a combined set of labels that
Google Cloud Vision Amazon Rekognition and Microsoft
Azure Computer Vision returned for all the images","[('300', 'used', 'second'), ('300', 'used', 'Google Cloud Vision Amazon Rekognition'), ('300', 'used', 'Microsoft\nAzure Computer Vision'), ('second', 'used', 'Google Cloud Vision Amazon Rekognition'), ('second', 'used', 'Microsoft\nAzure Computer Vision'), ('Google Cloud Vision Amazon Rekognition', 'used', 'Microsoft\nAzure Computer Vision')]"
"We ﬁrst simply looked into gender prediction performance
of the model on the images of Members of Congress, in
order to check to see if the model correctly recognized
men as men and women as women given the image of a
person who appeared to be in an ofﬁcial setting/position of
power.","We rst simply looked into gender prediction performance
of the model on the images of Members of Congress in
order to check to see if the model correctly recognized
men as men and women as women given the image of a
person who appeared to be in an of cial setting position of
power",[]
"We found that the model got 100% accuracy on the
images.","We found that the model got 100 accuracy on the
images",[]
"This is slightly better performance than the model’s
performance on the FairFace dataset.","This is slightly better performance than the model s
performance on the FairFace dataset",[]
"We hypothesize that
one of the reasons for this is that all the images in the
Members of Congress dataset were high-quality and clear,
with the people clearly centered, unlike those in the FairFace
dataset.

","We hypothesize that
one of the reasons for this is that all the images in the
Members of Congress dataset were high quality and clear 
with the people clearly centered unlike those in the FairFace
dataset","[('one', 'hypothesize', 'Congress'), ('one', 'hypothesize', 'FairFace'), ('Congress', 'hypothesize', 'FairFace')]"
"In order to study how the biases in returned labels depend on
the thresholds set for label probability, we did an experiment
in which we set threshold values at 0.5% and 4.0%.","In order to study how the biases in returned labels depend on
the thresholds set for label probability we did an experiment
in which we set threshold values at 0 5 and 4 0",[]
"We
found that the lower threshold led to lower quality of labels.
","We
found that the lower threshold led to lower quality of labels",[]
"However, even the differing distributions of labels under
this threshold can hold signals for bias.","However even the differing distributions of labels under
this threshold can hold signals for bias",[]
"For example, we
ﬁnd that under the 0.5% threshold labels such as ‘nanny’
and ‘housekeeper’ start appearing for women whereas labels
such as ‘prisoner’ and ‘mobster’ start appearing for men.
","For example we
 nd that under the 0 5 threshold labels such as nanny 
and housekeeper start appearing for women whereas labels
such as prisoner and mobster start appearing for men",[]
"This points to gendered associations similar to those that
have previously been found for occupations (Schwemmer
et al., 2020)","This points to gendered associations similar to those that
have previously been found for occupations Schwemmer
et al 2020","[('Schwemmer', 'points', '2020'), ('Schwemmer', 'points to', '2020'), ('Schwemmer', 'points to gendered', '2020')]"
